 &plot nbnd=  55, nks=   901 /
            0.000000  0.000000  0.000000
  -66.621  -66.620  -30.960  -30.960  -30.935  -30.928  -30.880  -30.880  -20.766  -20.765
  -20.765  -20.765  -20.763  -20.763  -20.759  -20.759  -20.751  -20.750  -20.731  -20.731
  -20.729  -20.729  -10.497   -9.688   -9.646   -9.492   -8.297   -8.297    0.518    0.816
    1.964    3.838    3.838    4.451    4.722    4.722    5.375    5.375    5.392    6.332
    6.332    6.434    6.486    6.562    6.562    7.685    8.448    8.854    8.854   12.423
   12.423   13.268   13.452   13.772   13.798
            0.000000  0.000000  0.006881
  -66.621  -66.620  -30.960  -30.960  -30.935  -30.928  -30.880  -30.880  -20.766  -20.765
  -20.765  -20.765  -20.763  -20.763  -20.759  -20.759  -20.751  -20.750  -20.731  -20.731
  -20.729  -20.729  -10.497   -9.687   -9.646   -9.492   -8.297   -8.297    0.518    0.816
    1.964    3.837    3.837    4.450    4.722    4.722    5.375    5.375    5.391    6.332
    6.332    6.433    6.485    6.562    6.562    7.685    8.448    8.855    8.855   12.423
   12.423   13.270   13.452   13.772   13.799
            0.000000  0.000000  0.013761
  -66.621  -66.620  -30.960  -30.960  -30.935  -30.928  -30.880  -30.880  -20.766  -20.765
  -20.765  -20.765  -20.763  -20.763  -20.759  -20.759  -20.751  -20.750  -20.731  -20.731
  -20.729  -20.729  -10.497   -9.686   -9.646   -9.492   -8.297   -8.297    0.518    0.816
    1.964    3.835    3.835    4.448    4.721    4.721    5.378    5.378    5.387    6.331
    6.331    6.433    6.482    6.562    6.562    7.685    8.448    8.858    8.858   12.424
   12.424   13.274   13.452   13.772   13.800
            0.000000  0.000000  0.020642
  -66.621  -66.620  -30.960  -30.960  -30.935  -30.928  -30.880  -30.880  -20.766  -20.765
  -20.765  -20.765  -20.763  -20.763  -20.759  -20.759  -20.751  -20.750  -20.731  -20.731
  -20.729  -20.729  -10.496   -9.685   -9.646   -9.491   -8.297   -8.297    0.518    0.816
    1.965    3.830    3.830    4.444    4.720    4.720    5.380    5.382    5.382    6.329
    6.329    6.433    6.478    6.562    6.562    7.685    8.449    8.863    8.863   12.425
   12.425   13.281   13.452   13.772   13.802
            0.000000  0.000000  0.027522
  -66.621  -66.620  -30.960  -30.960  -30.935  -30.929  -30.880  -30.880  -20.766  -20.765
  -20.765  -20.765  -20.763  -20.763  -20.759  -20.759  -20.751  -20.750  -20.731  -20.731
  -20.729  -20.729  -10.495   -9.683   -9.646   -9.490   -8.296   -8.296    0.518    0.816
    1.965    3.824    3.824    4.439    4.719    4.719    5.370    5.387    5.387    6.327
    6.327    6.432    6.471    6.562    6.562    7.685    8.449    8.871    8.871   12.426
   12.426   13.291   13.452   13.772   13.806
            0.000000  0.000000  0.034403
  -66.621  -66.620  -30.960  -30.960  -30.935  -30.929  -30.880  -30.880  -20.766  -20.765
  -20.765  -20.765  -20.763  -20.763  -20.759  -20.759  -20.751  -20.750  -20.731  -20.731
  -20.729  -20.729  -10.494   -9.681   -9.646   -9.488   -8.296   -8.296    0.518    0.817
    1.965    3.816    3.816    4.432    4.718    4.718    5.358    5.394    5.394    6.324
    6.324    6.432    6.463    6.562    6.562    7.685    8.449    8.880    8.880   12.427
   12.427   13.304   13.452   13.772   13.810
            0.000000  0.000000  0.041284
  -66.621  -66.620  -30.960  -30.960  -30.935  -30.929  -30.880  -30.880  -20.766  -20.765
  -20.765  -20.765  -20.763  -20.763  -20.759  -20.759  -20.751  -20.750  -20.731  -20.731
  -20.729  -20.729  -10.493   -9.677   -9.646   -9.486   -8.296   -8.296    0.518    0.817
    1.965    3.807    3.807    4.424    4.716    4.716    5.343    5.402    5.402    6.320
    6.320    6.431    6.454    6.562    6.562    7.685    8.449    8.891    8.891   12.429
   12.429   13.320   13.452   13.772   13.815
            0.000000  0.000000  0.048164
  -66.621  -66.620  -30.960  -30.960  -30.936  -30.929  -30.880  -30.880  -20.766  -20.765
  -20.765  -20.765  -20.763  -20.763  -20.759  -20.759  -20.751  -20.750  -20.731  -20.731
  -20.729  -20.729  -10.492   -9.674   -9.646   -9.484   -8.296   -8.296    0.518    0.817
    1.966    3.796    3.796    4.414    4.714    4.714    5.325    5.411    5.411    6.316
    6.316    6.430    6.442    6.562    6.562    7.685    8.449    8.904    8.904   12.430
   12.430   13.338   13.452   13.772   13.821
            0.000000  0.000000  0.055045
  -66.621  -66.620  -30.960  -30.960  -30.936  -30.929  -30.880  -30.880  -20.766  -20.765
