 &plot nbnd=  55, nks=   901 /
            0.000000  0.000000  0.000000
  -66.678  -66.676  -31.049  -31.044  -30.992  -30.992  -30.913  -30.913  -20.834  -20.834
  -20.828  -20.828  -20.826  -20.826  -20.825  -20.825  -20.814  -20.813  -20.770  -20.770
  -20.767  -20.767  -10.476   -9.745   -9.576   -9.505   -8.248   -8.248    0.561    0.864
    2.025    3.784    3.784    4.472    4.798    4.798    5.189    5.189    5.326    6.234
    6.234    6.440    6.519    6.634    6.634    7.782    8.464    9.033    9.033   12.604
   12.604   13.157   13.454   13.736   13.917
            0.000000  0.000000  0.006856
  -66.678  -66.676  -31.049  -31.044  -30.992  -30.992  -30.913  -30.913  -20.834  -20.834
  -20.828  -20.828  -20.826  -20.826  -20.825  -20.825  -20.814  -20.813  -20.770  -20.770
  -20.767  -20.767  -10.475   -9.744   -9.576   -9.505   -8.248   -8.248    0.561    0.864
    2.025    3.783    3.783    4.471    4.798    4.798    5.190    5.190    5.324    6.234
    6.234    6.439    6.519    6.634    6.634    7.782    8.464    9.034    9.034   12.604
   12.604   13.158   13.454   13.736   13.918
            0.000000  0.000000  0.013711
  -66.678  -66.676  -31.049  -31.044  -30.992  -30.992  -30.913  -30.913  -20.834  -20.834
  -20.828  -20.828  -20.826  -20.826  -20.825  -20.825  -20.814  -20.813  -20.770  -20.770
  -20.767  -20.767  -10.475   -9.743   -9.576   -9.505   -8.248   -8.248    0.561    0.864
    2.025    3.780    3.780    4.469    4.797    4.797    5.192    5.192    5.320    6.234
    6.234    6.436    6.519    6.634    6.634    7.782    8.464    9.037    9.037   12.605
   12.605   13.162   13.454   13.736   13.919
            0.000000  0.000000  0.020567
  -66.678  -66.676  -31.049  -31.044  -30.992  -30.992  -30.913  -30.913  -20.834  -20.834
  -20.828  -20.828  -20.826  -20.826  -20.825  -20.825  -20.814  -20.813  -20.770  -20.770
  -20.767  -20.767  -10.474   -9.742   -9.576   -9.504   -8.248   -8.248    0.561    0.864
    2.025    3.776    3.776    4.464    4.796    4.796    5.196    5.196    5.314    6.233
    6.233    6.433    6.519    6.634    6.634    7.782    8.464    9.041    9.041   12.605
   12.605   13.169   13.454   13.736   13.922
            0.000000  0.000000  0.027423
