 &plot nbnd=  55, nks=   901 /
            0.000000  0.000000  0.000000
  -66.683  -66.682  -31.061  -31.055  -30.996  -30.996  -30.917  -30.917  -20.841  -20.841
  -20.834  -20.834  -20.832  -20.832  -20.831  -20.831  -20.821  -20.819  -20.774  -20.774
  -20.771  -20.771  -10.474   -9.749   -9.569   -9.505   -8.244   -8.244    0.566    0.868
    2.030    3.779    3.779    4.474    4.804    4.804    5.172    5.172    5.320    6.226
    6.226    6.435    6.528    6.641    6.641    7.792    8.465    9.050    9.050   12.622
   12.622   13.146   13.454   13.732   13.930
            0.000000  0.000000  0.006853
  -66.683  -66.682  -31.061  -31.055  -30.996  -30.996  -30.917  -30.917  -20.841  -20.841
  -20.834  -20.834  -20.832  -20.832  -20.831  -20.831  -20.821  -20.819  -20.774  -20.774
  -20.771  -20.771  -10.474   -9.749   -9.569   -9.505   -8.244   -8.244    0.566    0.868
    2.030    3.778    3.778    4.473    4.804    4.804    5.173    5.173    5.318    6.226
    6.226    6.435    6.528    6.641    6.641    7.792    8.465    9.051    9.051   12.622
   12.622   13.147   13.454   13.732   13.930
            0.000000  0.000000  0.013706
  -66.683  -66.682  -31.061  -31.055  -30.996  -30.996  -30.917  -30.917  -20.841  -20.841
  -20.834  -20.834  -20.832  -20.832  -20.831  -20.831  -20.821  -20.819  -20.774  -20.774
  -20.771  -20.771  -10.473   -9.748   -9.569   -9.505   -8.244   -8.244    0.566    0.868
    2.031    3.775    3.775    4.471    4.804    4.804    5.175    5.175    5.314    6.226
    6.226    6.432    6.527    6.641    6.641    7.792    8.465    9.054    9.054   12.622
   12.622   13.151   13.454   13.732   13.932
            0.000000  0.000000  0.020560
  -66.683  -66.682  -31.061  -31.055  -30.996  -30.996  -30.917  -30.917  -20.841  -20.841
  -20.834  -20.834  -20.832  -20.832  -20.831  -20.831  -20.821  -20.819  -20.774  -20.774
  -20.771  -20.771  -10.473   -9.747   -9.569   -9.504   -8.244   -8.244    0.566    0.868
    2.031    3.770    3.770    4.466    4.803    4.803    5.179    5.179    5.308    6.225
    6.225    6.428    6.527    6.641    6.641    7.792    8.465    9.058    9.058   12.623
   12.623   13.158   13.454   13.732   13.935
            0.000000  0.000000  0.027413
  -66.683  -66.682  -31.061  -31.056  -30.996  -30.996  -30.917  -30.917  -20.841  -20.841
  -20.834  -20.834  -20.832  -20.832  -20.831  -20.831  -20.821  -20.819  -20.774  -20.774
  -20.771  -20.771  -10.472   -9.745   -9.569   -9.503   -8.243   -8.243    0.566    0.868
    2.031    3.764    3.764    4.460    4.801    4.801    5.184    5.184    5.298    6.224
    6.224    6.423    6.526    6.641    6.641    7.792    8.465    9.064    9.064   12.624
   12.624   13.167   13.454   13.732   13.938
            0.000000  0.000000  0.034266
  -66.683  -66.682  -31.061  -31.056  -30.996  -30.996  -30.917  -30.917  -20.841  -20.841
  -20.834  -20.834  -20.832  -20.832  -20.831  -20.831  -20.821  -20.819  -20.774  -20.774
  -20.771  -20.771  -10.471   -9.742   -9.569   -9.502   -8.243   -8.243    0.566    0.868
    2.031    3.756    3.756    4.452    4.799    4.799    5.190    5.190    5.287    6.224
    6.224    6.416    6.526    6.641    6.641    7.792    8.465    9.072    9.072   12.625
   12.625   13.180   13.454   13.732   13.943
            0.000000  0.000000  0.041119
  -66.683  -66.682  -31.061  -31.056  -30.996  -30.996  -30.917  -30.917  -20.841  -20.841
  -20.834  -20.834  -20.832  -20.832  -20.831  -20.831  -20.821  -20.819  -20.774  -20.774
  -20.771  -20.771  -10.469   -9.739   -9.569   -9.500   -8.243   -8.243    0.566    0.868
    2.031    3.746    3.746    4.443    4.797    4.797    5.197    5.197    5.272    6.223
    6.223    6.408    6.525    6.641    6.641    7.792    8.465    9.082    9.082   12.626
   12.626   13.194   13.454   13.732   13.949
            0.000000  0.000000  0.047973
